timestamp,meter_id,resource,consumption
2026-09-19T03:00,MTR-001,electricity,0.48
2026-09-19T03:00,MTR-002,water,6.55
2026-09-19T04:00,MTR-001,electricity,0.53
2026-09-19T04:00,MTR-002,water,6.39
2026-09-19T05:00,MTR-001,electricity,0.25
2026-09-19T05:00,MTR-002,water,7.36
2026-09-19T06:00,MTR-001,electricity,0.42
2026-09-19T06:00,MTR-002,water,15.2
2026-09-19T07:00,MTR-001,electricity,1.31
2026-09-19T07:00,MTR-002,water,14.39
2026-09-19T08:00,MTR-001,electricity,1.31
2026-09-19T08:00,MTR-002,water,17.09
2026-09-19T09:00,MTR-001,electricity,1.08
2026-09-19T09:00,MTR-002,water,17.08
2026-09-19T10:00,MTR-001,electricity,0.41
2026-09-19T10:00,MTR-002,water,6.08
2026-09-19T11:00,MTR-001,electricity,0.81
2026-09-19T11:00,MTR-002,water,7.19
2026-09-19T12:00,MTR-001,electricity,0.91
2026-09-19T12:00,MTR-002,water,7.98
2026-09-19T13:00,MTR-001,electricity,0.45
2026-09-19T13:00,MTR-002,water,7.14
2026-09-19T14:00,MTR-001,electricity,0.62
2026-09-19T14:00,MTR-002,water,5.39
2026-09-19T15:00,MTR-001,electricity,0.18
2026-09-19T15:00,MTR-002,water,7.12
2026-09-19T16:00,MTR-001,electricity,0.54
2026-09-19T16:00,MTR-002,water,7.47
2026-09-19T17:00,MTR-001,electricity,0.4
2026-09-19T17:00,MTR-002,water,6.04
2026-09-19T18:00,MTR-001,electricity,1.5
2026-09-19T18:00,MTR-002,water,6.33
2026-09-19T19:00,MTR-001,electricity,1.5
2026-09-19T19:00,MTR-002,water,12.76
2026-09-19T20:00,MTR-001,electricity,1.65
2026-09-19T20:00,MTR-002,water,11.92
2026-09-19T21:00,MTR-001,electricity,1.62
2026-09-19T21:00,MTR-002,water,12.09
2026-09-19T22:00,MTR-001,electricity,1.65
2026-09-19T22:00,MTR-002,water,7.61
2026-09-19T23:00,MTR-001,electricity,0.48
2026-09-19T23:00,MTR-002,water,7.57
2026-09-20T00:00,MTR-001,electricity,0.2
2026-09-20T00:00,MTR-002,water,6.55
2026-09-20T01:00,MTR-001,electricity,0.49
2026-09-20T01:00,MTR-002,water,7.77
2026-09-20T02:00,MTR-001,electricity,0.21
2026-09-20T02:00,MTR-002,water,7.19
2026-09-20T03:00,MTR-001,electricity,0.63
2026-09-20T03:00,MTR-002,water,6.79
2026-09-20T04:00,MTR-001,electricity,0.44
2026-09-20T04:00,MTR-002,water,7.54
2026-09-20T05:00,MTR-001,electricity,0.49
2026-09-20T05:00,MTR-002,water,7.81
2026-09-20T06:00,MTR-001,electricity,0.46
2026-09-20T06:00,MTR-002,water,15.18
2026-09-20T07:00,MTR-001,electricity,1.13
2026-09-20T07:00,MTR-002,water,14.8
2026-09-20T08:00,MTR-001,electricity,1.44
2026-09-20T08:00,MTR-002,water,14.75
2026-09-20T09:00,MTR-001,electricity,1.22
2026-09-20T09:00,MTR-002,water,14.41
2026-09-20T10:00,MTR-001,electricity,0.57
2026-09-20T10:00,MTR-002,water,5.97
2026-09-20T11:00,MTR-001,electricity,0.59
2026-09-20T11:00,MTR-002,water,5.88
2026-09-20T12:00,MTR-001,electricity,0.54
2026-09-20T12:00,MTR-002,water,7.25
2026-09-20T13:00,MTR-001,electricity,0.72
2026-09-20T13:00,MTR-002,water,7.36
2026-09-20T14:00,MTR-001,electricity,0.86
2026-09-20T14:00,MTR-002,water,6.51
2026-09-20T15:00,MTR-001,electricity,0.52
2026-09-20T15:00,MTR-002,water,5.91
2026-09-20T16:00,MTR-001,electricity,0.64
2026-09-20T16:00,MTR-002,water,7.76
2026-09-20T17:00,MTR-001,electricity,0.53
2026-09-20T17:00,MTR-002,water,7.23
2026-09-20T18:00,MTR-001,electricity,1.53
2026-09-20T18:00,MTR-002,water,6.61
2026-09-20T19:00,MTR-001,electricity,1.73
2026-09-20T19:00,MTR-002,water,12.98
2026-09-20T20:00,MTR-001,electricity,1.67
2026-09-20T20:00,MTR-002,water,11.37
2026-09-20T21:00,MTR-001,electricity,1.68
2026-09-20T21:00,MTR-002,water,12.17
2026-09-20T22:00,MTR-001,electricity,1.49
2026-09-20T22:00,MTR-002,water,6.81
2026-09-20T23:00,MTR-001,electricity,0.17
2026-09-20T23:00,MTR-002,water,7.84
